ID;Name;Render_Type;Can_Be_Shared;;;;
SHARED_SOUL_NPC_ZORA;Soul of Zoras;soul_of_npc;false;;;;
SHARED_SOUL_NPC_ZORA_SHOPKEEPER;Soul of the Zora Shopkeeper;soul_of_npc;false;;;;
SHARED_SPELL_FIRE;Din's Fire;din;false;;;;
SHARED_SPELL_LOVE;Nayru's Love;nayru;false;;;;
SHARED_SPELL_WIND;Farore's Wind;farore;false;;;;
SHARED_SPIN_UPGRADE;Spin Attack Upgrade;spin;false;;;;
SHARED_STICK;Deku Stick;stick;false;;;;
SHARED_STICK_UPGRADE;Deku Stick Upgrade;stick_upgrade_1;false;;;;
SHARED_STICKS_10;10 Deku Sticks;stick;false;;;;
SHARED_STICKS_5;5 Deku Sticks;stick;false;;;;
SHARED_STONE_OF_AGONY;Stone of Agony;agony;false;;;;
SHARED_STRENGTH;Progressive Strength;bracelet;false;;;;
SHARED_SWORD;Progressive Sword;kokiri;false;;;;
SHARED_TRIFORCE;Triforce Piece;triforce_piece;false;;;;
SHARED_TRIFORCE_COURAGE;Triforce of Courage;triforce_courage;false;;;;
SHARED_TRIFORCE_POWER;Triforce of Power;triforce_power;false;;;;
SHARED_TRIFORCE_WISDOM;Triforce of Wisdom;triforce_wisdom;false;;;;
SHARED_TUNIC_GORON;Goron Tunic;goron_tunic;false;;;;
SHARED_TUNIC_ZORA;Zora Tunic;zora_tunic;false;;;;
SHARED_WALLET;Progressive Wallet;wallet;false;;;;
OOT_SONG_HEALING;Song of Healing (OoT);song;true;;;;
OOT_SONG_SOARING;Song of Soaring (OoT);song;true;;;;
OOT_SONG_AWAKENING;Sonata of Awakening (OoT);song_green;true;;;;
OOT_SONG_GORON;Goron Lullaby (OoT);song_red;true;;;;
OOT_SONG_GORON_HALF;Progressive Goron Lullaby (OoT);song_red;true;;;;
OOT_SONG_ZORA;New Wave Bossa Nova (OoT);song_blue;true;;;;
OOT_SONG_ORDER;Oath to Order (OoT);song_purple;true;;;;
OOT_SONG_NOTE_HEALING;Note from Song of Healing (OoT);song;true;;;;
OOT_SONG_NOTE_SOARING;Note from Song of Soaring (OoT);song;true;;;;
OOT_SONG_NOTE_AWAKENING;Note from Sonata of Awakening (OoT);song_green;true;;;;
OOT_SONG_NOTE_GORON;Note from Goron Lullaby (OoT);song_red;true;;;;
OOT_SONG_NOTE_ZORA;Note from New Wave Bossa Nova (OoT);song_blue;true;;;;
OOT_SONG_NOTE_ORDER;Note from Oath to Order (OoT);song_purple;true;;;;
SHARED_SONG_NOTE_HEALING;Note from Song of Healing;song;false;;;;
SHARED_SONG_NOTE_SOARING;Note from Song of Soaring;song;false;;;;
SHARED_SONG_NOTE_AWAKENING;Note from Sonata of Awakening;song_green;false;;;;
SHARED_SONG_NOTE_GORON;Note from Goron Lullaby;song_red;false;;;;
SHARED_SONG_NOTE_ZORA;Note from New Wave Bossa Nova;song_blue;false;;;;
SHARED_SONG_NOTE_ORDER;Note from Oath to Order;song_purple;false;;;;
SHARED_SONG_HEALING;Song of Healing;song;false;;;;
SHARED_SONG_SOARING;Song of Soaring;song;false;;;;
SHARED_SONG_AWAKENING;Sonata of Awakening;song_green;false;;;;
SHARED_SONG_GORON;Goron Lullaby;song_red;false;;;;
SHARED_SONG_GORON_HALF;Progressive Goron Lullaby;song_red;false;;;;
SHARED_SONG_ZORA;New Wave Bossa Nova;song_blue;false;;;;
SHARED_SONG_ORDER;Oath to Order;song_purple;false;;;;
OOT_MASK_KAMARO;Kamaro's Mask (OoT);kamaro;true;;;;
SHARED_MASK_KAMARO;Kamaro's Mask;kamaro;false;;;;
MM_BOOMERANG;Boomerang (MM);boomerang;true;;;;
SHARED_BOOMERANG;Boomerang;boomerang;false;;;;
MM_SONG_NOTE_SARIA;Note from Saria's Song (MM);song;true;;;;
MM_SONG_NOTE_TP_FIRE;Note from Bolero of Fire (MM);song_red;true;;;;
MM_SONG_NOTE_TP_FOREST;Note from Minuet of Forest (MM);song_green;true;;;;
MM_SONG_NOTE_TP_LIGHT;Note from Prelude of Light (MM);song_yellow;true;;;;
MM_SONG_NOTE_TP_SHADOW;Note from Nocturne of Shadow (MM);song_purple;true;;;;
MM_SONG_NOTE_TP_SPIRIT;Note from Requiem of Spirit (MM);song_orange;true;;;;
MM_SONG_NOTE_TP_WATER;Note from Serenade of Water (MM);song_blue;true;;;;
MM_SONG_NOTE_ZELDA;Note from Zelda's Lullaby (MM);song;true;;;;
MM_SONG_SARIA;Saria's Song (MM);song;true;;;;
MM_SONG_TP_FIRE;Bolero of Fire (MM);song_red;true;;;;
MM_SONG_TP_FOREST;Minuet of Forest (MM);song_green;true;;;;
MM_SONG_TP_LIGHT;Prelude of Light (MM);song_yellow;true;;;;
MM_SONG_TP_SHADOW;Nocturne of Shadow (MM);song_purple;true;;;;
MM_SONG_TP_SPIRIT;Requiem of Spirit (MM);song_orange;true;;;;
MM_SONG_TP_WATER;Serenade of Water (MM);song_blue;true;;;;
MM_SONG_ZELDA;Zelda's Lullaby (MM);song;true;;;;
SHARED_SONG_NOTE_SARIA;Note from Saria's Song;song;false;;;;
SHARED_SONG_NOTE_TP_FIRE;Note from Bolero of Fire;song_red;false;;;;
SHARED_SONG_NOTE_TP_FOREST;Note from Minuet of Forest;song_green;false;;;;
SHARED_SONG_NOTE_TP_LIGHT;Note from Prelude of Light;song_yellow;false;;;;
SHARED_SONG_NOTE_TP_SHADOW;Note from Nocturne of Shadow;song_purple;false;;;;
SHARED_SONG_NOTE_TP_SPIRIT;Note from Requiem of Spirit;song_orange;false;;;;
SHARED_SONG_NOTE_TP_WATER;Note from Serenade of Water;song_blue;false;;;;
SHARED_SONG_NOTE_ZELDA;Note from Zelda's Lullaby;song;false;;;;
SHARED_SONG_SARIA;Saria's Song;song;false;;;;
SHARED_SONG_TP_FIRE;Bolero of Fire;song_red;false;;;;
SHARED_SONG_TP_FOREST;Minuet of Forest;song_green;false;;;;
SHARED_SONG_TP_LIGHT;Prelude of Light;song_yellow;false;;;;
SHARED_SONG_TP_SHADOW;Nocturne of Shadow;song_purple;false;;;;
SHARED_SONG_TP_SPIRIT;Requiem of Spirit;song_orange;false;;;;
SHARED_SONG_TP_WATER;Serenade of Water;song_blue;false;;;;
SHARED_SONG_ZELDA;Zelda's Lullaby;song;false;;;;
SHARED_POWDER_KEG;Powder Keg;powder;false;;;;
OOT_POWDER_KEG;Powder Keg (OoT);powder;true;;;;
OOT_GREAT_FAIRY_SWORD;Great Fairy's Sword (OoT);fairy_sword;true;;;;
SHARED_GREAT_FAIRY_SWORD;Great Fairy's Sword;fairy_sword;false;;;;
OOT_RUSTY_KEY_TREASURE_CHEST_GAME;Rusty Key (Treasure Chest Game);rusty_key;false;;;Rusty Key (Treasure Chest Game);OOT_RUSTY_KEY_TREASURE_CHEST_GAME
OOT_RUSTY_KEY_GUARD_HOUSE;Rusty Key (Guard House);rusty_key;false;;;Rusty Key (Guard House);OOT_RUSTY_KEY_GUARD_HOUSE
OOT_RUSTY_KEY_HYRULE_CASTLE;Rusty Key (Hyrule Castle);rusty_key;false;;;Rusty Key (Hyrule Castle);OOT_RUSTY_KEY_HYRULE_CASTLE
OOT_RUSTY_KEY_DOG_LADY_HOUSE;Rusty Key (Dog Lady House);rusty_key;false;;;Rusty Key (Dog Lady House);OOT_RUSTY_KEY_DOG_LADY_HOUSE
OOT_RUSTY_KEY_BACK_ALLEY_HOUSE;Rusty Key (Back Alley House);rusty_key;false;;;Rusty Key (Back Alley House);OOT_RUSTY_KEY_BACK_ALLEY_HOUSE
OOT_RUSTY_KEY_BOMBCHU_SHOP;Rusty Key (Bombchu Shop);rusty_key;false;;;Rusty Key (Bombchu Shop);OOT_RUSTY_KEY_BOMBCHU_SHOP
OOT_RUSTY_KEY_MASK_SHOP;Rusty Key (Mask Shop);rusty_key;false;;;Rusty Key (Mask Shop);OOT_RUSTY_KEY_MASK_SHOP
OOT_RUSTY_KEY_CHILD_BAZAAR;Rusty Key (Child Bazaar);rusty_key;false;;;Rusty Key (Child Bazaar);OOT_RUSTY_KEY_CHILD_BAZAAR
OOT_RUSTY_KEY_CHILD_POTION_SHOP;Rusty Key (Child Potion Shop);rusty_key;false;;;Rusty Key (Child Potion Shop);OOT_RUSTY_KEY_CHILD_POTION_SHOP
OOT_RUSTY_KEY_CHILD_SHOOTING_GALLERY;Rusty Key (Child Shooting Gallery);rusty_key;false;;;Rusty Key (Child Shooting Gallery);OOT_RUSTY_KEY_CHILD_SHOOTING_GALLERY
OOT_RUSTY_KEY_BOMBCHU_BOWLING;Rusty Key (Bombchu Bowling);rusty_key;false;;;Rusty Key (Bombchu Bowling);OOT_RUSTY_KEY_BOMBCHU_BOWLING
OOT_RUSTY_KEY_LABORATORY;Rusty Key (Laboratory);rusty_key;false;;;Rusty Key (Laboratory);OOT_RUSTY_KEY_LABORATORY
OOT_RUSTY_KEY_FISHING_POND;Rusty Key (Fishing Pond);rusty_key;false;;;Rusty Key (Fishing Pond);OOT_RUSTY_KEY_FISHING_POND
OOT_RUSTY_KEY_SILO;Rusty Key (Silo);rusty_key;false;;;Rusty Key (Silo);OOT_RUSTY_KEY_SILO
OOT_RUSTY_KEY_RANCH_STABLE;Rusty Key (Ranch Stable);rusty_key;false;;;Rusty Key (Ranch Stable);OOT_RUSTY_KEY_RANCH_STABLE
OOT_RUSTY_KEY_RANCH_HOUSE;Rusty Key (Ranch House);rusty_key;false;;;Rusty Key (Ranch House);OOT_RUSTY_KEY_RANCH_HOUSE
OOT_RUSTY_KEY_RANCH_HOUSE_ROOM;Rusty Key (Malon's Room);rusty_key;false;;;Rusty Key (Malon's Room);OOT_RUSTY_KEY_RANCH_HOUSE_ROOM
OOT_RUSTY_KEY_GRAVEYARD;Rusty Key (Kakariko Graveyard Hut);rusty_key;false;;;Rusty Key (Kakariko Graveyard Hut);OOT_RUSTY_KEY_GRAVEYARD
OOT_RUSTY_KEY_WINDMILL;Rusty Key (Windmill);rusty_key;false;;;Rusty Key (Windmill);OOT_RUSTY_KEY_WINDMILL
OOT_RUSTY_KEY_IMPA_HOUSE;Rusty Key (Impa's House);rusty_key;false;;;Rusty Key (Impa's House);OOT_RUSTY_KEY_IMPA_HOUSE
OOT_RUSTY_KEY_CARPENTER_HOUSE;Rusty Key (Carpenter House);rusty_key;false;;;Rusty Key (Carpenter House);OOT_RUSTY_KEY_CARPENTER_HOUSE
OOT_RUSTY_KEY_GRANNY_POTION_SHOP;Rusty Key (Granny Potion Shop);rusty_key;false;;;Rusty Key (Granny Potion Shop);OOT_RUSTY_KEY_GRANNY_POTION_SHOP
OOT_RUSTY_KEY_ADULT_SHOOTING_GALLERY;Rusty Key (Adult Shooting Gallery);rusty_key;false;;;Rusty Key (Adult Shooting Gallery);OOT_RUSTY_KEY_ADULT_SHOOTING_GALLERY
OOT_RUSTY_KEY_SKULLTULA_HOUSE;Rusty Key (Skulltula House);rusty_key;false;;;Rusty Key (Skulltula House);OOT_RUSTY_KEY_SKULLTULA_HOUSE
OOT_RUSTY_KEY_ADULT_BAZAAR;Rusty Key (Adult Bazaar);rusty_key;false;;;Rusty Key (Adult Bazaar);OOT_RUSTY_KEY_ADULT_BAZAAR
OOT_RUSTY_KEY_ADULT_POTION_SHOP;Rusty Key (Adult Potion Shop);rusty_key;false;;;Rusty Key (Adult Potion Shop);OOT_RUSTY_KEY_ADULT_POTION_SHOP
OOT_RUSTY_KEY_ADULT_POTION_SHOP_BACK;Rusty Key (Adult Potion Shop Back);rusty_key;false;;;Rusty Key (Adult Potion Shop Back);OOT_RUSTY_KEY_ADULT_POTION_SHOP_BACK
MM_RUSTY_KEY_TOURIST_INFORMATION;Rusty Key (Tourist Information);rusty_key;false;;;Rusty Key (Tourist Information);MM_RUSTY_KEY_TOURIST_INFORMATION
MM_RUSTY_KEY_POTION_SHOP;Rusty Key (Potion Shop);rusty_key;false;;;Rusty Key (Potion Shop);MM_RUSTY_KEY_POTION_SHOP
MM_RUSTY_KEY_POST_OFFICE;Rusty Key (Post Office);rusty_key;false;;;Rusty Key (Post Office);MM_RUSTY_KEY_POST_OFFICE
MM_RUSTY_KEY_SWORDSMAN_SCHOOL;Rusty Key (Swordsman School);rusty_key;false;;;Rusty Key (Swordsman School);MM_RUSTY_KEY_SWORDSMAN_SCHOOL
MM_RUSTY_KEY_LOTTERY;Rusty Key (Lottery);rusty_key;false;;;Rusty Key (Lottery);MM_RUSTY_KEY_LOTTERY
MM_RUSTY_KEY_BOMB_SHOP;Rusty Key (Bomb Shop);rusty_key;false;;;Rusty Key (Bomb Shop);MM_RUSTY_KEY_BOMB_SHOP
MM_RUSTY_KEY_TRADING_POST;Rusty Key (Trading Post);rusty_key;false;;;Rusty Key (Trading Post);MM_RUSTY_KEY_TRADING_POST
MM_RUSTY_KEY_CURIOSITY_SHOP;Rusty Key (Curiosity Shop);rusty_key;false;;;Rusty Key (Curiosity Shop);MM_RUSTY_KEY_CURIOSITY_SHOP
MM_RUSTY_KEY_KAFEI_HIDEOUT;Rusty Key (Kafei's Hideout);rusty_key;false;;;Rusty Key (Kafei's Hideout);MM_RUSTY_KEY_KAFEI_HIDEOUT
MM_RUSTY_KEY_TOWN_ARCHERY;Rusty Key (Town Archery);rusty_key;false;;;Rusty Key (Town Archery);MM_RUSTY_KEY_TOWN_ARCHERY
MM_RUSTY_KEY_SWAMP_ARCHERY;Rusty Key (Swamp Archery);rusty_key;false;;;Rusty Key (Swamp Archery);MM_RUSTY_KEY_SWAMP_ARCHERY
MM_RUSTY_KEY_OBSERVATORY;Rusty Key (Observatory);rusty_key;false;;;Rusty Key (Observatory);MM_RUSTY_KEY_OBSERVATORY
MM_RUSTY_KEY_BLACKSMITH;Rusty Key (Blacksmith);rusty_key;false;;;Rusty Key (Blacksmith);MM_RUSTY_KEY_BLACKSMITH
MM_RUSTY_KEY_MUSIC_HOUSE;Rusty Key (Music House);rusty_key;false;;;Rusty Key (Music House);MM_RUSTY_KEY_MUSIC_HOUSE
MM_RUSTY_KEY_LABORATORY;Rusty Key (Oceanic Laboratory);rusty_key;false;;;Rusty Key (Oceanic Laboratory);MM_RUSTY_KEY_LABORATORY
MM_RUSTY_KEY_BENEATH_GRAVEYARD;Rusty Key (Beneath the Graveyard);rusty_key;false;;;Rusty Key (Beneath the Graveyard);MM_RUSTY_KEY_BENEATH_GRAVEYARD
MM_RUSTY_KEY_DAMPE_HOUSE;Rusty Key (Dampe's House);rusty_key;false;;;Rusty Key (Dampe's House);MM_RUSTY_KEY_DAMPE_HOUSE
MM_RUSTY_KEY_MAYOR_RESIDENCE;Rusty Key (Mayor's Residence);rusty_key;false;;;Rusty Key (Mayor's Residence);MM_RUSTY_KEY_MAYOR_RESIDENCE
MM_RUSTY_KEY_MAYOR_RESIDENCE_OFFICE;Rusty Key (Mayor's Residence Office);rusty_key;false;;;Rusty Key (Mayor's Residence Office);MM_RUSTY_KEY_MAYOR_RESIDENCE_OFFICE
MM_RUSTY_KEY_MAYOR_RESIDENCE_SALON;Rusty Key (Mayor's Residence Salon);rusty_key;false;;;Rusty Key (Mayor's Residence Salon);MM_RUSTY_KEY_MAYOR_RESIDENCE_SALON
MM_RUSTY_KEY_MAYOR_RESIDENCE_KAFEI;Rusty Key (Kafei's Room);rusty_key;false;;;Rusty Key (Kafei's Room);MM_RUSTY_KEY_MAYOR_RESIDENCE_KAFEI
MM_RUSTY_KEY_TREASURE_CHEST_GAME;Rusty Key (Treasure Game);rusty_key;false;;;Rusty Key (Treasure Game);MM_RUSTY_KEY_TREASURE_CHEST_GAME
MM_RUSTY_KEY_HONEY_DARLING;Rusty Key (Honey & Darling);rusty_key;false;;;Rusty Key (Honey & Darling);MM_RUSTY_KEY_HONEY_DARLING
MM_RUSTY_KEY_MILK_BAR;Rusty Key (Milk Bar);rusty_key;false;;;Rusty Key (Milk Bar);MM_RUSTY_KEY_MILK_BAR
MM_RUSTY_KEY_DOG_RACETRACK;Rusty Key (Doggy Racetrack);rusty_key;false;;;Rusty Key (Doggy Racetrack);MM_RUSTY_KEY_DOG_RACETRACK
MM_RUSTY_KEY_CUCCO_SHACK;Rusty Key (Cucco Shack);rusty_key;false;;;Rusty Key (Cucco Shack);MM_RUSTY_KEY_CUCCO_SHACK
MM_RUSTY_KEY_RANCH_HOUSE;Rusty Key (Romani Ranch House);rusty_key;false;;;Rusty Key (Romani Ranch House);MM_RUSTY_KEY_RANCH_HOUSE
MM_RUSTY_KEY_RANCH_BARN;Rusty Key (Romani Ranch Barn);rusty_key;false;;;Rusty Key (Romani Ranch Barn);MM_RUSTY_KEY_RANCH_BARN
MM_RUSTY_KEY_RANCH_HOUSE_ROOM;Rusty Key (Romani's Room);rusty_key;false;;;Rusty Key (Romani's Room);MM_RUSTY_KEY_RANCH_HOUSE_ROOM
MM_RUSTY_KEY_ZORA_SHOP;Rusty Key (Zora Shop);rusty_key;false;;;Rusty Key (Zora Shop);MM_RUSTY_KEY_ZORA_SHOP
MM_RUSTY_KEY_ZORA_JAPAS_ROOM;Rusty Key (Japas' Room);rusty_key;false;;;Rusty Key (Japas' Room);MM_RUSTY_KEY_ZORA_JAPAS_ROOM
MM_RUSTY_KEY_ZORA_TIJO_ROOM;Rusty Key (Tijo's Room);rusty_key;false;;;Rusty Key (Tijo's Room);MM_RUSTY_KEY_ZORA_TIJO_ROOM
MM_RUSTY_KEY_ZORA_LULU_ROOM;Rusty Key (Lulu's Room);rusty_key;false;;;Rusty Key (Lulu's Room);MM_RUSTY_KEY_ZORA_LULU_ROOM
MM_RUSTY_KEY_ZORA_EVAN_ROOM;Rusty Key (Evan's Room);rusty_key;false;;;Rusty Key (Evan's Room);MM_RUSTY_KEY_ZORA_EVAN_ROOM
MM_RUSTY_KEY_STOCK_POT_INN;Rusty Key (Stock Pot Inn);rusty_key;false;;;Rusty Key (Stock Pot Inn);MM_RUSTY_KEY_STOCK_POT_INN
MM_RUSTY_KEY_STOCK_POT_INN_ROOF;Rusty Key (Stock Pot Inn Roof);rusty_key;false;;;Rusty Key (Stock Pot Inn Roof);MM_RUSTY_KEY_STOCK_POT_INN_ROOF
MM_RUSTY_KEY_GRANDMA_ROOM;Rusty Key (Grandma's Room);rusty_key;false;;;Rusty Key (Grandma's Room);MM_RUSTY_KEY_GRANDMA_ROOM
MM_RUSTY_KEY_STOCK_POT_INN_STAFF_ROOM;Rusty Key (Stock Pot Inn Staff Room);rusty_key;false;;;Rusty Key (Stock Pot Inn Staff Room);MM_RUSTY_KEY_STOCK_POT_INN_STAFF_ROOM
MM_RUSTY_KEY_STOCK_POT_INN_DORMITORY;Rusty Key (Stock Pot Inn Dormitory);rusty_key;false;;;Rusty Key (Stock Pot Inn Dormitory);MM_RUSTY_KEY_STOCK_POT_INN_DORMITORY
MM_SLINGSHOT;Fairy Slingshot (MM);slingshot;true;;;;
MM_DEKU_SEEDS_5;5 Deku Seeds (MM);seeds;true;;;;
MM_DEKU_SEEDS_30;30 Deku Seeds (MM);seeds;true;;;;
MM_BULLET_BAG2;Large Bullet Bag (MM);biggest_seed;true;;;;
MM_BULLET_BAG3;Largest Bullet Bag (MM);biggest_seed;true;;;;
SHARED_SLINGSHOT;Fairy Slingshot;slingshot;false;;;;
SHARED_DEKU_SEEDS_5;5 Deku Seeds;seeds;false;;;;
SHARED_DEKU_SEEDS_30;30 Deku Seeds;seeds;false;;;;
SHARED_BULLET_BAG2;Large Bullet Bag;biggest_seed;false;;;;
SHARED_BULLET_BAG3;Largest Bullet Bag;biggest_seed;false;;;;
MM_MASK_GERUDO;Gerudo Mask (MM);gerudo;true;;;;
MM_MASK_SKULL;Skull Mask (MM);skull;true;;;;
MM_MASK_SPOOKY;Spooky Mask (MM);spooky;true;;;;
SHARED_MASK_GERUDO;Gerudo Mask;gerudo;false;;;;
SHARED_MASK_SKULL;Skull Mask;skull;false;;;;
SHARED_MASK_SPOOKY;Spooky Mask;spooky;false;;;;
SHARED_QUIVER2;Big Quiver;big_quiver;false;;;;
SHARED_QUIVER3;Biggest Quiver;biggest_quiver;false;;;;
