Region_Name;Code_Name;From_ID;To_ID;From_Scene;To_Scene;From_Name;To_Name;Type;In_X;In_Y;In_Z;Out_X;Out_Y;Out_Z;Arrow_Rot;Active_Layout
Sacred_Forest_Meadow;OOT_GROTTO_EXIT_FAIRY_SFM;OOT_GROTTO_FAIRY_SFM_ENTR;0x1109;OOT_FAIRY_SACRED_MEADOW;OOT_SACRED_FOREST_MEADOW;Fairy Fountain Grotto;Sacred Forest Meadow;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_GROTTO_EXIT_SCRUBS2_SFM;OOT_GROTTO_SCRUBS2_SFM_ENTR;0x110e;OOT_GROTTO_SACRED_MEADOW_STORMS;OOT_SACRED_FOREST_MEADOW;Storms Grotto;Sacred Forest Meadow;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_GROTTO_EXIT_WOLFOS;OOT_GROTTO_WOLFOS_ENTR;0x1119;OOT_GROTTO_SACRED_MEADOW_WOLFOS;OOT_SACRED_FOREST_MEADOW;Wolfos Grotto;Sacred Forest Meadow;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_SACRED_MEADOW_FROM_TEMPLE_FOREST_ENTR;OOT_TEMPLE_FOREST_ENTR;0x215;OOT_TEMPLE_FOREST;OOT_SACRED_FOREST_MEADOW;Forest Temple;Sacred Forest Meadow;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_WARP_SONG_MEADOW_ENTR;OOT_MINUET_OF_FOREST_SONG;0x600;OOT_SONGS;OOT_SACRED_FOREST_MEADOW;Minuet of Forest;Sacred Forest Meadow - Warp Song;One_Way_In;0;0;0;-1;-1;-1;0;all
Kakariko;OOT_ADULT_ARCHERY_ENTR;OOT_KAKARIKO_FROM_ARCHERY_ENTR;0x03b;OOT_KAKARIKO_VILLAGE;OOT_KAKARIKO_SHOOTING;Kakariko;Shooting;Normal;0;0;0;0;0;0;0;all
Market;OOT_CHILD_ARCHERY_ENTR;OOT_MARKET_FROM_ARCHERY_ENTR;0x16d;OOT_MARKET;OOT_MARKET_SHOOTING;Market;Shooting;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_SILO_ENTR;OOT_LON_LON_RANCH_FROM_SILO_ENTR;0x5d0;OOT_LON_LON_RANCH;OOT_SILO;Lon Lon's Ranch;Silo;Normal;0;0;0;0;0;0;0;all
Songs;OOT_MINUET_OF_FOREST_SONG;OOT_WARP_SONG_MEADOW_ENTR;0xfff00;OOT_SACRED_FOREST_MEADOW;OOT_SONGS;Minuet of Forest;Minuet of Forest;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;OOT_BOLERO_OF_FIRE_SONG;OOT_WARP_SONG_CRATER_ENTR;0xfff01;OOT_DEATH_MOUNTAIN_CRATER;OOT_SONGS;Bolero of Fire;Bolero of Fire;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;OOT_SERENADE_OF_WATER_SONG;OOT_WARP_SONG_LAKE_ENTR;0xfff02;OOT_LAKE_HYLIA;OOT_SONGS;Serenade of Water;Serenade of Water;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;OOT_REQUIEM_OF_SPIRIT_SONG;OOT_WARP_SONG_DESERT_ENTR;0xfff03;OOT_DESERT_COLOSSUS;OOT_SONGS;Requiem of Spirit;Requiem of Spirit;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;OOT_NOCTURNE_OF_SHADOW_SONG;OOT_WARP_SONG_GRAVE_ENTR;0xfff04;OOT_GRAVEYARD;OOT_SONGS;Nocturne of Shadow;Nocturne of Shadow;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;OOT_PRELUDE_OF_LIGHT_SONG;OOT_WARP_SONG_TEMPLE_ENTR;0xfff05;OOT_TEMPLE_OF_TIME;OOT_SONGS;Prelude of Light;Prelude of Light;One_Way_Out;-1;-1;-1;0;0;0;0;all
Songs;WARP_LOADING;WARP_LOADING;0xfffe;OOT_SONGS;OOT_SONGS;Warp Zone;Warp Zone;None;-1;-1;-1;-1;-1;-1;0;all
Lon_Lon_Ranch;OOT_STABLES_ENTR;OOT_LON_LON_RANCH_FROM_STABLES_ENTR;0x2f9;OOT_LON_LON_RANCH;OOT_STABLE;Lon Lon's Ranch;Stables;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Crater;OOT_TEMPLE_FIRE_ENTR;OOT_DEATH_CRATER_FROM_TEMPLE_FIRE_ENTR;0x165;OOT_DEATH_MOUNTAIN_CRATER;OOT_TEMPLE_FIRE;Death Mountain Crater;Fire Temple;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Crater;OOT_TEMPLE_FIRE_TO_BOSS_ENTR;OOT_BOSS_TEMPLE_FIRE_ENTR;0x3050;OOT_LAIR_VOLVAGIA;OOT_TEMPLE_FIRE;Volvagia's Lair;Fire Temple -> Volvagia's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Sacred_Forest_Meadow;OOT_TEMPLE_FOREST_TO_BOSS_ENTR;OOT_BOSS_TEMPLE_FOREST_ENTR;0x00c0;OOT_LAIR_PHANTOM_GANON;OOT_TEMPLE_FOREST;Phantom Ganon's Lair;Forest Temple -> Phantom Ganon's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Sacred_Forest_Meadow;OOT_TEMPLE_FOREST_ENTR;OOT_SACRED_MEADOW_FROM_TEMPLE_FOREST_ENTR;0x169;OOT_SACRED_FOREST_MEADOW;OOT_TEMPLE_FOREST;Sacred Forest Meadow;Forest Temple;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_WALLMASTER_FOREST_CORRIDOR_WEST_ENTR;OOT_WALLMASTER_FOREST_CORRIDOR_WEST_ENTR;0xf10;OOT_TEMPLE_FOREST;OOT_TEMPLE_FOREST;Wallmaster - West Corridor;Forest Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Sacred_Forest_Meadow;OOT_WALLMASTER_FOREST_CORRIDOR_EAST_ENTR;OOT_WALLMASTER_FOREST_CORRIDOR_EAST_ENTR;0xf11;OOT_TEMPLE_FOREST;OOT_TEMPLE_FOREST;Wallmaster - East Corridor;Forest Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Market;OOT_TEMPLE_OF_TIME_ENTR;OOT_TEMPLE_OF_TIME_ENTRYWAY_FROM_TEMPLE_ENTR;0x053;OOT_TEMPLE_OF_TIME_ENTRYWAY;OOT_TEMPLE_OF_TIME;Temple of Time Entryway;Temple of Time;Normal;0;0;0;0;0;0;0;all
Market;OOT_TEMPLE_OF_TIME_MASTER_SWORD_CS_ENTR;OOT_TEMPLE_OF_TIME_MASTER_SWORD_CS_ENTR;0x2ca;OOT_TEMPLE_OF_TIME;OOT_TEMPLE_OF_TIME;Master Sword;Temple of Time;Normal;0;0;0;0;0;0;0;all
Market;OOT_WARP_SONG_TEMPLE_ENTR;OOT_PRELUDE_OF_LIGHT_SONG;0x5f4;OOT_SONGS;OOT_TEMPLE_OF_TIME;Prelude of Light;Temple of Time - Warp Song;One_Way_In;0;0;0;-1;-1;-1;0;all
Market;OOT_SPAWN_ADULT;OOT_SPAWN_ADULT;0xf20;OOT_TEMPLE_OF_TIME;OOT_TEMPLE_OF_TIME;Spawn Adult;Spawn Adult;None;-1;-1;-1;-1;-1;-1;0;all
Market;OOT_TEMPLE_OF_TIME_ENTRYWAY_FROM_MARKET_ENTR;OOT_MARKET_FROM_TEMPLE_OF_TIME_ENTRYWAY_ENTR;0x171;OOT_MARKET;OOT_TEMPLE_OF_TIME_ENTRYWAY;Market;Temple of Time Entryway;Normal;0;0;0;0;0;0;0;all
Market;OOT_TEMPLE_OF_TIME_ENTRYWAY_FROM_TEMPLE_ENTR;OOT_TEMPLE_OF_TIME_ENTR;0x472;OOT_TEMPLE_OF_TIME;OOT_TEMPLE_OF_TIME_ENTRYWAY;Temple of Time;Temple of Time Entryway;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_TEMPLE_SHADOW_ENTR;OOT_GRAVEYARD_FROM_TEMPLE_SHADOW_ENTR;0x037;OOT_GRAVEYARD;OOT_TEMPLE_SHADOW;Graveyard;Shadow Temple;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_SHADOW_TEMPLE_FROM_LAIR_ENTR;OOT_SHADOW_TEMPLE_FROM_LAIR_ENTR;0x2b2;OOT_LAIR_BONGO_BONGO;OOT_TEMPLE_SHADOW;Bongo-Bongo's Lair;Shadow Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Graveyard;OOT_TEMPLE_SHADOW_TO_BOSS_ENTR;OOT_BOSS_TEMPLE_SHADOW_ENTR;0x4130;OOT_LAIR_BONGO_BONGO;OOT_TEMPLE_SHADOW;Bongo-Bongo's Lair;Shadow Temple -> Bongo-Bongo's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Graveyard;OOT_WALLMASTER_SHADOW_ENTR;OOT_WALLMASTER_SHADOW_ENTR;0xf12;OOT_TEMPLE_SHADOW;OOT_TEMPLE_SHADOW;Wallmaster;Shadow Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_TEMPLE_SPIRIT_ENTR;OOT_DESERT_COLOSSUS_FROM_TEMPLE_SPIRIT_ENTR;0x082;OOT_DESERT_COLOSSUS;OOT_TEMPLE_SPIRIT;Desert Colossus;Spirit Temple;Normal;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_TEMPLE_SPIRIT_TO_BOSS_ENTR;OOT_BOSS_TEMPLE_SPIRIT_ENTR;0x08d0;OOT_LAIR_TWINROVA;OOT_TEMPLE_SPIRIT;Twinrova's Lair;Spirit -> Twinrova's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_WALLMASTER_SPIRIT_CHILD_RUPEES_ENTR;OOT_WALLMASTER_SPIRIT_CHILD_RUPEES_ENTR;0xf13;OOT_TEMPLE_SPIRIT;OOT_TEMPLE_SPIRIT;Wallmaster - Child Rupees;Spirit Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_WALLMASTER_SPIRIT_ADULT_CLIMB_ENTR;OOT_WALLMASTER_SPIRIT_ADULT_CLIMB_ENTR;0xf14;OOT_TEMPLE_SPIRIT;OOT_TEMPLE_SPIRIT;Wallmaster - Adult Climb;Spirit Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_WALLMASTER_SPIRIT_CHILD_SUN_ENTR;OOT_WALLMASTER_SPIRIT_CHILD_SUN_ENTR;0xf15;OOT_TEMPLE_SPIRIT;OOT_TEMPLE_SPIRIT;Wallmaster - Child Sun;Spirit Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_WALLMASTER_SPIRIT_STATUE_ENTR;OOT_WALLMASTER_SPIRIT_STATUE_ENTR;0xf16;OOT_TEMPLE_SPIRIT;OOT_TEMPLE_SPIRIT;Wallmaster - Statue Room;Spirit Temple;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_SPIRIT_TEMPLE_DESERT_MIROR_ENTR;OOT_DESERT_FROM_MIROR_ENTR;0x3f4;OOT_DESERT_COLOSSUS;OOT_TEMPLE_SPIRIT;Miror Shield;Spirit Temple;Normal;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_SPIRIT_TEMPLE_DESERT_GAUNTLET_ENTR;OOT_DESERT_FROM_GAUNTLET_ENTR;0x3f0;OOT_DESERT_COLOSSUS;OOT_TEMPLE_SPIRIT;Silver Gauntlet;Spirit Temple;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_TEMPLE_WATER_ENTR;OOT_LAKE_HYLIA_FROM_TEMPLE_WATER_ENTR;0x010;OOT_LAKE_HYLIA;OOT_TEMPLE_WATER;Lake Hylia;Water Temple;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_TEMPLE_WATER_TO_BOSS_ENTR;OOT_BOSS_TEMPLE_WATER_ENTR;0x4170;OOT_LAIR_MORPHA;OOT_TEMPLE_WATER;Morpha's Lair;Water Temple -> Morpha's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_LEFT_JAIL_1_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_LEFT_JAIL_1;0x486;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 1 Left;Thieves' Hideout Jail 1 Left;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_RIGHT_JAIL_1_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_RIGHT_JAIL_1;0x48a;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 1 Right;Thieves' Hideout Jail 1 Right;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_KITCHEN_BOTTOM_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_KITCHEN_BOTTOM;0x48e;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Kitchen Bottom;Thieves' Hideout Kitchen Bottom;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_KITCHEN_BOTTOM_TO_TOP_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_KITCHEN_BOTTOM_TO_TOP;0x492;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Kitchen Bottom to Top;Thieves' Hideout Kitchen Bottom to Top;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_JAIL_3_BOTTOM_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_JAIL_3_BOTTOM;0x496;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 3 Bottom;Thieves' Hideout Jail 3 Bottom;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_JAIL_3_TOP_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_JAIL_3_TOP;0x49a;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 3 Top;Thieves' Hideout Jail 3 Top;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_JAIL_2_BOTTOM_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_JAIL_2_BOTTOM;0x49e;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 2 Bottom;Thieves' Hideout Jail 2 Bottom;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_JAIL_2_TOP_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_JAIL_2_TOP;0x4a2;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 2 Top;Thieves' Hideout Jail 2 Top;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_KITCHEN_TOP_RIGHT_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_KITCHEN_TOP_RIGHT;0x4a6;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Kitchen Top Right;Thieves' Hideout Kitchen Top Right;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_KITCHEN_TOP_LEFT_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_KITCHEN_TOP_LEFT;0x4aa;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Kitchen Top Left;Thieves' Hideout Kitchen Top Left;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_BREAKOUT_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_BREAKOUT;0x4ae;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Breakout Bottom;Thieves' Hideout Breakout Bottom;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_BREAKOUT_FROM_FORTRESS_JAIL;OOT_FORTRESS_FROM_HIDEOUT_BREAKOUT_JAIL;0x4b2;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Breakout Top;Thieves' Hideout Breakout Top;Normal;0;0;0;0;0;0;0;all
Gerudo_Fortress;OOT_HIDEOUT_JAIL_4_FROM_FORTRESS;OOT_FORTRESS_FROM_HIDEOUT_JAIL_4;0x570;OOT_GERUDO_FORTRESS;OOT_THIEVES_HIDEOUT;Gerudo's Fortress Jail 4;Thieves' Hideout Jail 4;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_DAMPE_ENTR;OOT_GRAVE_EXIT_DAMPE;0x44f;OOT_GRAVEYARD;OOT_TOMB_DAMPE_WINDMILL;Graveyard;Dampe's Tomb;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_SHIELD_ENTR;OOT_GRAVE_EXIT_SHIELD;0x04b;OOT_GRAVEYARD;OOT_TOMB_FAIRY;Graveyard;Fairy Fountain Tomb;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_REDEAD_ENTR;OOT_GRAVE_EXIT_REDEAD;0x31c;OOT_GRAVEYARD;OOT_TOMB_REDEAD;Graveyard;Redead Tomb;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_ROYAL_ENTR;OOT_GRAVE_EXIT_ROYAL;0x02d;OOT_GRAVEYARD;OOT_TOMB_ROYAL;Graveyard;Royal Family Tomb;Normal;0;0;0;0;0;0;0;all
Market;OOT_TREASURE_GAME_ENTR;OOT_MARKET_FROM_TREASURE_GAME_ENTR;0x063;OOT_MARKET;OOT_TREASURE_SHOP;Market;Treasure Game;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_WINDMILL_ENTR;OOT_KAKARIKO_FROM_WINDMILL_ENTR;0x453;OOT_KAKARIKO_VILLAGE;OOT_WINDMILL;Kakariko;Windmill;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_KOKIRI_END_ENTR;OOT_KOKIRI_END_FROM_ZORA_DOMAIN_ENTR;0xee00;OOT_KOKIRI_FOREST;OOT_ZORA_DOMAIN;Zora Domain;End Credits -> Kokiri Forest;None;-1;-1;-1;-1;-1;-1;0;all
Zora_Domain;OOT_ZORA_DOMAIN_ENTR;OOT_RIVER_FROM_DOMAIN_ENTR;0x108;OOT_ZORA_RIVER;OOT_ZORA_DOMAIN;Zora River;Zora Domain;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_GROTTO_EXIT_FAIRY_DOMAIN;OOT_GROTTO_FAIRY_DOMAIN_ENTR;0x110c;OOT_FAIRY_ZORA_DOMAIN;OOT_ZORA_DOMAIN;Fairy Fountain Grotto;Zora Domain;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_DOMAIN_FROM_FOUNTAIN_ENTR;OOT_FOUNTAIN_ZORA_ENTR;0x1a1;OOT_ZORA_FOUNTAIN;OOT_ZORA_DOMAIN;Zora Fountain;Zora Domain;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_ZORA_DOMAIN_FROM_LAKE_HYLIA_ENTR;OOT_LAKE_HYLIA_FROM_ZORA_DOMAIN_ENTR;0x328;OOT_LAKE_HYLIA;OOT_ZORA_DOMAIN;Lake Hylia's Shortcut;Zora Domain;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_ZORA_DOMAIN_FROM_SHOP_ENTR;OOT_SHOP_ZORA_ENTR;0x3c4;OOT_ZORA_SHOP;OOT_ZORA_DOMAIN;Zora Shop;Zora Domain;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_ZORA_FOUNTAIN_FROM_JABU_JABU_ENTR;OOT_JABU_JABU_ENTR;0x221;OOT_INSIDE_JABU_JABU;OOT_ZORA_FOUNTAIN;Jabu-Jabu;Zora Fountain;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_FOUNTAIN_ZORA_ENTR;OOT_DOMAIN_FROM_FOUNTAIN_ENTR;0x225;OOT_ZORA_DOMAIN;OOT_ZORA_FOUNTAIN;Zora Domain;Zora Fountain;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_ZORA_FOUNTAIN_FROM_FAIRY_ENTR;OOT_FAIRY_FARORE_ENTR;0x394;OOT_GREAT_FAIRY_FARORE;OOT_ZORA_FOUNTAIN;Farore's Wind Fountain;Zora Foutain;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_ZORA_FOUNTAIN_FROM_ICE_CAVERN_ENTR;OOT_ICE_CAVERN_ENTR;0x3d4;OOT_ICE_CAVERN;OOT_ZORA_FOUNTAIN;Ice Cavern;Zora Fountain;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_ZORA_RIVER_FROM_FIELD_ENTR;OOT_FIELD_FROM_ZORA_RIVER_ENTR;0x0ea;OOT_HYRULE_FIELD;OOT_ZORA_RIVER;Hyrule Field;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_GROTTO_EXIT_GENERIC_RIVER;OOT_GROTTO_GENERIC_RIVER_ENTR;0x1105;OOT_GROTTO_ZORA_RIVER_GENERIC;OOT_ZORA_RIVER;Open Grotto;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_GROTTO_EXIT_FAIRY_RIVER;OOT_GROTTO_FAIRY_RIVER_ENTR;0x110b;OOT_FAIRY_ZORA_RIVER;OOT_ZORA_RIVER;Fairy Fountain Grotto;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_GROTTO_EXIT_SCRUBS2_RIVER;OOT_GROTTO_SCRUBS2_RIVER_ENTR;0x110f;OOT_GROTTO_ZORA_RIVER_STORMS;OOT_ZORA_RIVER;Storms Grotto;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_RIVER_FROM_DOMAIN_ENTR;OOT_ZORA_DOMAIN_ENTR;0x19d;OOT_ZORA_DOMAIN;OOT_ZORA_RIVER;Zora Domain;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_ZORA_RIVER_FROM_FIELD_WATER_ENTR;OOT_FIELD_FROM_ZORA_RIVER_WATER_ENTR;0x1d9;OOT_HYRULE_FIELD;OOT_ZORA_RIVER;Hyrule Field Water;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_ZORA_RIVER_FROM_LOST_WOODS_ENTR;OOT_LOST_WOODS_FROM_ZORA_RIVER_ENTR;0x1dd;OOT_LOST_WOODS;OOT_ZORA_RIVER;Lost Woods;Zora River;Normal;0;0;0;0;0;0;0;all
Zora_Domain;OOT_SHOP_ZORA_ENTR;OOT_ZORA_DOMAIN_FROM_SHOP_ENTR;0x380;OOT_ZORA_DOMAIN;OOT_ZORA_SHOP;Zora Domain;Zora Shop;Normal;0;0;0;0;0;0;0;all
