Code_Name;Game;ID;Type;Scene;;;;;;;;;;;
MM_PIRATE_FORTRESS_EXTERIOR_LOOKOUT; mm; 0x7050; overworld-pf;MM_PIRATE_INTERIOR; areas;MM Pirate Fortress Barrel Maze Entry; MM Pirate Fortress Entrance Lookout; reverse; MM_PIRATE_FORTRESS_INTERIOR_FROM_LOOKOUT;;;;;;
MM_IKANA_CASTLE_GARDENS; mm; 0x3410; overworld;MM_IKANA_VALLEY; areas;MM Ikana Canyon; MM Ikana Castle Entrance; reverse; MM_IKANA_CANYON_FROM_CASTLE_GARDENS; debug;REGION; Ikana Castle Gardens;;;
MM_IKANA_CANYON_FROM_CASTLE_GARDENS; mm; 0x2080; overworld;MM_IKANA_CASTLE; areas;MM Ikana Castle Entrance; MM Ikana Canyon; reverse; MM_IKANA_CASTLE_GARDENS;;;;;;
MM_STONE_TOWER; mm; 0xaa00; overworld;MM_IKANA_VALLEY; areas;MM Ikana Canyon; MM Stone Tower; reverse; MM_IKANA_CANYON_FROM_STONE_TOWER;;;;;;
MM_IKANA_CANYON_FROM_STONE_TOWER; mm; 0x2030; overworld;MM_STONE_TOWER; areas;MM Stone Tower; MM Ikana Canyon; reverse; MM_STONE_TOWER;;;;;;
MM_TWIN_ISLANDS_FROM_MOUNTAIN_VILLAGE; mm; 0xb400; overworld;MM_MOUNTAIN_VILLAGE; areas;MM Mountain Village; MM Twin Islands; reverse; MM_MOUNTAIN_VILLAGE_FROM_TWIN_ISLANDS; debug;REGION; Twin Islands;;;
MM_MOUNTAIN_VILLAGE_FROM_TWIN_ISLANDS; mm; 0x9a20; overworld;MM_TWIN_ISLANDS; areas;MM Twin Islands; MM Mountain Village; reverse; MM_TWIN_ISLANDS_FROM_MOUNTAIN_VILLAGE;;;;;;
MM_TWIN_ISLANDS_FROM_GORON_VILLAGE; mm; 0xb410; overworld;MM_GORON_VILLAGE; areas;MM Goron Village; MM Twin Islands; reverse; MM_GORON_VILLAGE_FROM_TWIN_ISLANDS;;;;;;
MM_GORON_VILLAGE_FROM_TWIN_ISLANDS; mm; 0x9400; overworld;MM_TWIN_ISLANDS; areas;MM Twin Islands; MM Goron Village; reverse; MM_TWIN_ISLANDS_FROM_GORON_VILLAGE; debug;REGION; Goron Village;;;
MM_SWAMP_FROM_IKANA_CANYON; mm; 0x8490; one-way;;;;;;MM Ikana Valley;;;;;;
MM_IKANA_CASTLE_INTERIOR_KEG; mm; 0x3440; one-way-ikana;;;;;;MM Ancient Castle of Ikana Roof Interior;;;;;;
MM_IKANA_CASTLE_INTERIOR_BLOCK; mm; 0x3450; one-way-ikana;;;;;;MM Ancient Castle of Ikana Roof Interior;;;;;;
MM_CHEST_GAME; mm; 0x2800; indoors;;;;MM Clock Town East Main; reverse; MM_CLOCK_TOWN_EAST_FROM_CHEST_GAME;;;;;;
MM_HONEY_AND_DARLING_GAME; mm; 0x0800; indoors;;;;MM Clock Town East Main; reverse; MM_CLOCK_TOWN_EAST_FROM_HONEY_AND_DARLING;;;;;;
MM_MAYORS_OFFICE; mm; 0x0000; indoors;;;;MM Clock Town East Main; reverse; MM_CLOCK_TOWN_EAST_FROM_MAYORS_OFFICE; debug;INTERIOR; Mayors Office;;;
MM_TOWN_ARCHERY; mm; 0x3a00; indoors;;;;MM Clock Town East Main; reverse; MM_CLOCK_TOWN_EAST_FROM_TOWN_ARCHERY;;;;;;
MM_MILK_BAR; mm; 0x2400; indoors;;;;MM Clock Town East Main; reverse; MM_CLOCK_TOWN_EAST_FROM_MILK_BAR; debug;INTERIOR; Milk Bar;;;
MM_FAIRY_FOUNTAIN_TOWN; mm; 0x4600; indoors;;;;MM Clock Town North; reverse; MM_CLOCK_TOWN_NORTH_FROM_FAIRY_FOUNTAIN; debug;MM_GROTTO; Fairy Fountain Town;;;
MM_SWORDSMAN_SCHOOL; mm; 0xa200; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_SWORDSMAN_SCHOOL;;;;;;
MM_CURIOSITY_SHOP; mm; 0x0e00; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_CURIOSITY_SHOP;;;;;;
MM_TRADING_POST; mm; 0x6200; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_TRADING_POST;;;;;;
MM_BOMB_SHOP; mm; 0xca00; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_BOMB_SHOP;;;;;;
MM_POST_OFFICE; mm; 0x5600; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_POST_OFFICE;;;;;;
MM_LOTTERY; mm; 0x6c00; indoors;;;;MM Clock Town West; reverse; MM_CLOCK_TOWN_WEST_FROM_LOTTERY; debug;INTERIOR; Lottery;;;
MM_KAFEI_HIDEOUT; mm; 0x0e10; indoors;;;;MM_LAUNDRY_POOL; areas;MM Laundry Pool; MM Kafei Hideout; reverse; MM_LAUNDRY_POOL_FROM_KAFEI_HIDEOUT;;;
MM_POTION_SHOP; mm; 0x0400; indoors;;;;MM Swamp Near Potion Shop; reverse; MM_SWAMP_FROM_POTION_SHOP; debug;INTERIOR; Swamp Potion Shop;;;
MM_DEKU_SHRINE; mm; 0x9e00; indoors;;;;MM Near Deku Shrine; reverse; MM_DEKU_PALACE_EXTERIOR_FROM_SHRINE; debug;INTERIOR; Deku Shrine;;;
MM_GORON_SHOP; mm; 0x7400; indoors;;;;MM Goron Shrine; reverse; MM_GORON_SHRINE_FROM_SHOP;;;;;;
MM_FISHER_HUT; mm; 0x7200; indoors;;;;MM Great Bay Coast; reverse; MM_GREAT_BAY_COAST_FROM_FISHER_HUT;;;;;;
MM_LABORATORY; mm; 0x5800; indoors;;;;MM Great Bay Coast Platform; reverse; MM_GREAT_BAY_COAST_FROM_LABORATORY; debug;INTERIOR; Great Bay Laboratory;;;
MM_ROOM_EVANS; mm; 0x9230; indoors;;;;MM Zora Hall; reverse; MM_ZORA_HALL_FROM_EVANS; debug;INTERIOR; Evan;;;
MM_ROOM_JAPAS; mm; 0x9210; indoors;;;;MM Zora Hall; reverse; MM_ZORA_HALL_FROM_JAPAS;;;;;;
MM_ROOM_TIJO; mm; 0x9200; indoors;;;;MM Zora Hall; reverse; MM_ZORA_HALL_FROM_TIJO;;;;;;
MM_ROOM_LULU; mm; 0x9220; indoors;;;;MM Zora Hall; reverse; MM_ZORA_HALL_FROM_LULU;;;;;;
MM_ZORA_SHOP; mm; 0x9250; indoors;;;;MM Zora Hall; reverse; MM_ZORA_HALL_FROM_SHOP;;;;;;
MM_GHOST_HUT; mm; 0x9c00; indoors;;;;MM Ikana Canyon; reverse; MM_IKANA_CANYON_FROM_GHOST_HUT;;;;;;
MM_MUSIC_BOX_HOUSE; mm; 0xa400; indoors;;;;MM Ikana Canyon; reverse; MM_IKANA_CANYON_FROM_MUSIC_BOX_HOUSE; debug;INTERIOR; Music House;;;
MM_FAIRY_FOUNTAIN_IKANA; mm; 0x4640; indoors;;;;MM Ikana Canyon; reverse; MM_IKANA_CANYON_FROM_FAIRY_FOUNTAIN; debug;MM_GROTTO; Fairy Fountain Ikana;;;
MM_IKANA_CAVERN; mm; 0x20e0; indoors;;;;MM Ikana Canyon; reverse; MM_IKANA_CANYON_FROM_CAVERN;;;;;;
MM_FAIRY_FOUNTAIN_GREAT_BAY; mm; 0x4630; indoors;;;;MM Great Bay Near Fairy Fountain; reverse; MM_GREAT_BAY_FROM_FAIRY_FOUNTAIN; debug;MM_GROTTO; Fairy Fountain Great Bay;;;
MM_FAIRY_FOUNTAIN_SNOWHEAD; mm; 0x4620; indoors;;;;MM Snowhead Near Fairy Fountain; reverse; MM_SNOWHEAD_FROM_FAIRY_FOUNTAIN; debug;MM_GROTTO; Fairy Fountain Snowhead;;;
MM_FAIRY_FOUNTAIN_WOODFALL; mm; 0x4610; indoors;;;;MM Woodfall Near Fairy Fountain; reverse; MM_WOODFALL_FROM_FAIRY_FOUNTAIN; debug;MM_GROTTO; Fairy Fountain Woodfall;;;
MM_GORON_GRAVEYARD; mm; 0x9600; indoors;;;;MM Mountain Village Cliff; reverse; MM_MOUNTAIN_VILLAGE_FROM_GORON_GRAVEYARD;;;;;;
MM_BLACKSMITH; mm; 0x5200; indoors;;;;MM Mountain Village; reverse; MM_MOUNTAIN_VILLAGE_FROM_BLACKSMITH;;;;;;
MM_SWAMP_ARCHERY; mm; 0x4200; indoors;;;;MM Road to Southern Swamp; reverse; MM_SWAMP_ROAD_FROM_ARCHERY;;;;;;
MM_GORON_RACETRACK; mm; 0xd000; indoors;;;;MM Near Goron Race; reverse; MM_TWIN_ISLANDS_FROM_GORON_RACETRACK; debug;INTERIOR; Goron Race;;;
MM_BEAVERS; mm; 0x8e00; indoors;;;;MM Waterfall Cliffs; reverse; MM_ZORA_CAPE_FROM_BEAVERS;;;;;;
MM_CUCCO_SHACK; mm; 0x7e00; indoors;;;;MM Romani Ranch; reverse; MM_ROMANI_RANCH_FROM_CUCCO_SHACK; debug;INTERIOR; Cucco Shack;;;
MM_DOGGY_RACETRACK; mm; 0x7c00; indoors;;;;MM Romani Ranch; reverse; MM_ROMANI_RANCH_FROM_DOGGY_RACETRACK;;;;;;
MM_STABLES; mm; 0x0600; indoors;;no-global;MM Romani Ranch; MM Stables; reverse; MM_ROMANI_RANCH_FROM_STABLES;;;;;;
MM_RANCH_HOUSE; mm; 0x0610; indoors;;no-global;MM Romani Ranch; MM Ranch House; reverse; MM_ROMANI_RANCH_FROM_RANCH_HOUSE;;;;;;
MM_GORON_SHRINE; mm; 0x5e00; indoors;MM_GORON_VILLAGE; areas;MM Goron Village; MM Goron Shrine; reverse; MM_GORON_VILLAGE_FROM_GORON_SHRINE; debug;INTERIOR; Goron Shrine;;;
MM_DEKU_PALACE_THRONE; mm; 0x7600; indoors;;;;MM Deku Palace Main; reverse; MM_DEKU_PALACE_EXTERIOR_FROM_THRONE; debug;INTERIOR; Deku Palace;;;
MM_DEKU_PALACE_THRONE_CAGE; mm; 0x7610; indoors;;;;MM Deku Palace Near Cage; reverse; MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_CAGE; debug;INTERIOR; Deku Palace Cage;;;
MM_LONE_PEAK_SHRINE; mm; 0x1500; indoors;;;;MM Front of Lone Peak Shrine; reverse; MM_GORON_VILLAGE_FROM_LONE_PEAK_SHRINE; debug;INTERIOR; Lone Peak Shrine;;;
MM_STOCK_POT_INN; mm; 0xbc00; indoors-extra;MM_CLOCK_TOWN; areas;MM Clock Town East Main; MM Stock Pot Inn; reverse; MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN;;;;;;
MM_STOCK_POT_INN_ROOF; mm; 0xbc10; indoors-extra;MM_CLOCK_TOWN; areas;MM Clock Town East SPI Roof; MM Stock Pot Inn; reverse; MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN_ROOF;;;;;;
MM_SEWERS_FROM_EXTERIOR_DOOR; mm; 0x40a0; indoors-pf;MM_PIRATE_ENTRANCE; areas;MM Pirate Fortress Entrance Balcony; MM Pirate Fortress Sewers End; reverse; MM_EXTERIOR_DOOR_FROM_SEWERS;;;;;;
MM_TOURIST_INFORMATION; mm; 0xa800; indoors-extra;;;;MM Swamp Front; reverse; MM_SWAMP_FROM_TOURIST_INFORMATION; debug;INTERIOR; Tourism Office;;;
MM_ASTRAL_OBSERVATORY_FROM_CLOCK_TOWN_EAST; mm; 0x4c00; indoors-extra; MM_OBSERVATORY; areas;MM Clock Town East Main; MM Astral Observatory Passage; reverse; MM_CLOCK_TOWN_EAST_FROM_ASTRAL_OBSERVATORY;;;;;;
MM_ASTRAL_OBSERVATORY_FROM_FIELD; mm; 0x4c10; indoors-extra; MM_OBSERVATORY; areas;MM Astral Observatory Balcony; MM Astral Observatory; reverse; MM_FIELD_FROM_ASTRAL_OBSERVATORY; debug;INTERIOR; Astral Observatory;;;
MM_CLOCK_TOWN_EAST_FROM_CHEST_GAME; mm; 0xd240; indoors-exit;NONE; areas;MM Chest Game; MM Clock Town East; reverse; MM_CHEST_GAME;;;;;;
MM_CLOCK_TOWN_EAST_FROM_HONEY_AND_DARLING; mm; 0xd260; indoors-exit;NONE; areas;MM Honey & Darling Game; MM Clock Town East; reverse; MM_HONEY_AND_DARLING_GAME;;;;;;
MM_CLOCK_TOWN_EAST_FROM_MAYORS_OFFICE; mm; 0xd270; indoors-exit;NONE; areas;MM Mayor's Office; MM Clock Town East; reverse; MM_MAYORS_OFFICE;;;;;;
MM_CLOCK_TOWN_EAST_FROM_TOWN_ARCHERY; mm; 0xd280; indoors-exit;NONE; areas;MM Town Archery; MM Clock Town East; reverse; MM_TOWN_ARCHERY;;;;;;
MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN; mm; 0xd290; indoors-exit;NONE; areas;MM Stock Pot Inn; MM Clock Town East; reverse; MM_STOCK_POT_INN;;;;;;
MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN_ROOF; mm; 0xd2a0; indoors-exit;MM_STOCK_POT; areas;MM Stock Pot Inn; MM Stock Pot Inn Roof; reverse; MM_STOCK_POT_INN_ROOF;;;;;;
MM_CLOCK_TOWN_EAST_FROM_MILK_BAR; mm; 0xd2b0; indoors-exit;NONE; areas;MM Milk Bar; MM Clock Town East; reverse; MM_MILK_BAR;;;;;;
MM_CLOCK_TOWN_NORTH_FROM_FAIRY_FOUNTAIN; mm; 0xd630; indoors-exit;NONE; areas;MM Clock Town Fairy Fountain; MM Clock Town North; reverse; MM_FAIRY_FOUNTAIN_TOWN;;;;;;
MM_CLOCK_TOWN_WEST_FROM_SWORDSMAN_SCHOOL; mm; 0xd430; indoors-exit;NONE; areas;MM Swordsman School; MM Clock Town West; reverse; MM_SWORDSMAN_SCHOOL;;;;;;
MM_CLOCK_TOWN_WEST_FROM_CURIOSITY_SHOP; mm; 0xd440; indoors-exit;NONE; areas;MM Curiosity Shop; MM Clock Town West; reverse; MM_CURIOSITY_SHOP;;;;;;
MM_CLOCK_TOWN_WEST_FROM_TRADING_POST; mm; 0xd450; indoors-exit;NONE; areas;MM Trading Post; MM Clock Town West; reverse; MM_TRADING_POST;;;;;;
MM_CLOCK_TOWN_WEST_FROM_BOMB_SHOP; mm; 0xd460; indoors-exit;NONE; areas;MM Bomb Shop; MM Clock Town West; reverse; MM_BOMB_SHOP;;;;;;
MM_CLOCK_TOWN_WEST_FROM_POST_OFFICE; mm; 0xd470; indoors-exit;NONE; areas;MM Post Office; MM Clock Town West; reverse; MM_POST_OFFICE;;;;;;
MM_CLOCK_TOWN_WEST_FROM_LOTTERY; mm; 0xd480; indoors-exit;NONE; areas;MM Lottery; MM Clock Town West; reverse; MM_LOTTERY;;;;;;
MM_LAUNDRY_POOL_FROM_KAFEI_HIDEOUT; mm; 0xda10; indoors-exit;MM_CURIOSITY_SHOP; areas;MM Kafei Hideout; MM Laundry Pool; reverse; MM_KAFEI_HIDEOUT;;;;;;
MM_SWAMP_FROM_POTION_SHOP; mm; 0x8450; indoors-exit;NONE; areas;MM Swamp Potion Shop; MM Swamp Near Potion Shop; reverse; MM_POTION_SHOP;;;;;;
MM_DEKU_PALACE_EXTERIOR_FROM_SHRINE; mm; 0x5040; indoors-exit;NONE; areas;MM Deku Shrine; MM Near Deku Shrine; reverse; MM_DEKU_SHRINE;;;;;;
MM_GORON_SHRINE_FROM_SHOP; mm; 0x5e10; indoors-exit;NONE; areas;MM Goron Shop; MM Goron Shrine From Shop; reverse; MM_GORON_SHOP;;;;;;
MM_GREAT_BAY_COAST_FROM_FISHER_HUT; mm; 0x6840; indoors-exit;NONE; areas;MM Fisher's Hut; MM Great Bay Coast; reverse; MM_FISHER_HUT;;;;;;
MM_GREAT_BAY_COAST_FROM_LABORATORY; mm; 0x6870; indoors-exit;NONE; areas;MM Laboratory; MM Great Bay Coast Platform; reverse; MM_LABORATORY;;;;;;
MM_ZORA_HALL_FROM_EVANS; mm; 0x6040; indoors-exit;NONE; areas;MM Evan's Room; MM Zora Hall; reverse; MM_ROOM_EVANS;;;;;;
MM_ZORA_HALL_FROM_JAPAS; mm; 0x6050; indoors-exit;NONE; areas;MM Japas' Room; MM Zora Hall; reverse; MM_ROOM_JAPAS;;;;;;
MM_ZORA_HALL_FROM_TIJO; mm; 0x6060; indoors-exit;NONE; areas;MM Tijo's Room; MM Zora Hall; reverse; MM_ROOM_TIJO;;;;;;
MM_ZORA_HALL_FROM_LULU; mm; 0x6030; indoors-exit;NONE; areas;MM Lulu's Room; MM Zora Hall; reverse; MM_ROOM_LULU;;;;;;
MM_ZORA_HALL_FROM_SHOP; mm; 0x6020; indoors-exit;NONE; areas;MM Zora Shop; MM Zora Hall; reverse; MM_ZORA_SHOP;;;;;;
MM_IKANA_CANYON_FROM_GHOST_HUT; mm; 0x2010; indoors-exit;NONE; areas;MM Ghost Hut; MM Ikana Canyon; reverse; MM_GHOST_HUT;;;;;;
MM_IKANA_CANYON_FROM_MUSIC_BOX_HOUSE; mm; 0x2020; indoors-exit;NONE; areas;MM Music Box House; MM Ikana Canyon; reverse; MM_MUSIC_BOX_HOUSE;;;;;;
MM_IKANA_CANYON_FROM_FAIRY_FOUNTAIN; mm; 0x20b0; indoors-exit;NONE; areas;MM Ikana Fairy Fountain; MM Ikana Canyon; reverse; MM_FAIRY_FOUNTAIN_IKANA;;;;;;
MM_IKANA_CANYON_FROM_CAVERN; mm; 0x20d0; indoors-exit;NONE; areas;MM Ikana Spring Water Cave; MM Ikana Canyon; reverse; MM_IKANA_CAVERN;;;;;;
MM_EXTERIOR_DOOR_FROM_SEWERS; mm; 0x7060; indoors-exit;MM_PIRATE_SEWERS; areas;MM Pirate Fortress Sewers End; MM Pirate Fortress Entrance Balcony; reverse; MM_SEWERS_FROM_EXTERIOR_DOOR; debug;DUNGEON; PFS to PFE Door;;;
MM_GREAT_BAY_FROM_FAIRY_FOUNTAIN; mm; 0x6a50; indoors-exit;NONE; areas;MM Great Bay Fairy Fountain; MM Great Bay Near Fairy Fountain; reverse; MM_FAIRY_FOUNTAIN_GREAT_BAY;;;;;;
MM_SNOWHEAD_FROM_FAIRY_FOUNTAIN; mm; 0xb220; indoors-exit;NONE; areas;MM Snowhead Fairy Fountain; MM Snowhead Near Fairy Fountain; reverse; MM_FAIRY_FOUNTAIN_SNOWHEAD;;;;;;
MM_SWAMP_FROM_TOURIST_INFORMATION; mm; 0x8410; indoors-exit;NONE; areas;MM Tourist Information; MM Swamp Front; reverse; MM_TOURIST_INFORMATION;;;;;;
MM_WOODFALL_FROM_FAIRY_FOUNTAIN; mm; 0x8620; indoors-exit;NONE; areas;MM Woodfall Fairy Fountain; MM Woodfall Near Fairy Fountain; reverse; MM_FAIRY_FOUNTAIN_WOODFALL;;;;;;
MM_MOUNTAIN_VILLAGE_FROM_GORON_GRAVEYARD; mm; 0x9a30; indoors-exit;NONE; areas;MM Goron Graveyard; MM Near Goron Graveyard; reverse; MM_GORON_GRAVEYARD;;;;;;
MM_MOUNTAIN_VILLAGE_FROM_BLACKSMITH; mm; 0x9a10; indoors-exit;NONE; areas;MM Blacksmith; MM Mountain Village; reverse; MM_BLACKSMITH;;;;;;
MM_ROMANI_RANCH_FROM_CUCCO_SHACK; mm; 0x6440; indoors-exit;NONE; areas;MM Cucco Shack; MM Romani Ranch; reverse; MM_CUCCO_SHACK;;;;;;
MM_ROMANI_RANCH_FROM_DOGGY_RACETRACK; mm; 0x6450; indoors-exit;NONE; areas;MM Doggy Racetrack; MM Romani Ranch; reverse; MM_DOGGY_RACETRACK;;;;;;
MM_ROMANI_RANCH_FROM_STABLES; mm; 0x6420; indoors-exit;NONE; areas;MM Stables; MM Romani Ranch; reverse; MM_STABLES;;;;;;
MM_ROMANI_RANCH_FROM_RANCH_HOUSE; mm; 0x6430; indoors-exit;NONE; areas;MM Ranch House; MM Romani Ranch; reverse; MM_RANCH_HOUSE;;;;;;
MM_CLOCK_TOWN_EAST_FROM_ASTRAL_OBSERVATORY; mm; 0xd220; indoors-exit;MM_OBSERVATORY; areas;MM Astral Observatory Passage; MM Clock Town East Near Hideout; reverse; MM_ASTRAL_OBSERVATORY_FROM_CLOCK_TOWN_EAST;;;;;;
MM_FIELD_FROM_ASTRAL_OBSERVATORY; mm; 0x5490; indoors-exit;MM_OBSERVATORY; areas;MM Astral Observatory; MM Astral Observatory Balcony; reverse; MM_ASTRAL_OBSERVATORY_FROM_FIELD;;;;;;
MM_SWAMP_ROAD_FROM_ARCHERY; mm; 0x7a20; indoors-exit;NONE; areas;MM Swamp Archery; MM Road to Southern Swamp; reverse; MM_SWAMP_ARCHERY;;;;;;
MM_TWIN_ISLANDS_FROM_GORON_RACETRACK; mm; 0xb420; indoors-exit;NONE; areas;MM Goron Race; MM Near Goron Race; reverse; MM_GORON_RACETRACK;;;;;;
MM_ZORA_CAPE_FROM_BEAVERS; mm; 0x6a40; indoors-exit;NONE; areas;MM Waterfall Rapids; MM Waterfall Cliffs; reverse; MM_BEAVERS;;;;;;
MM_GORON_VILLAGE_FROM_GORON_SHRINE; mm; 0x9420; indoors-exit;MM_GORON_SHRINE; areas;MM Goron Shrine; MM Goron Village; reverse; MM_GORON_SHRINE;;;;;;
MM_GORON_VILLAGE_FROM_LONE_PEAK_SHRINE; mm; 0x9430; indoors-exit;NONE; areas;MM Lone Peak Shrine; MM Front of Lone Peak Shrine; reverse; MM_LONE_PEAK_SHRINE; debug;INTERIOR; Lone Peak Shrine Exit;;;
MM_DEKU_PALACE_EXTERIOR_FROM_THRONE; mm; 0x5020; indoors-exit;NONE; areas;MM Deku Palace Throne; MM Deku Palace Main; reverse; MM_DEKU_PALACE_THRONE;;;;;;
MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_CAGE; mm; 0x5030; indoors-exit;NONE; areas;MM Deku Palace Cage; MM Deku Palace Near Cage; reverse; MM_DEKU_PALACE_THRONE_CAGE;;;;;;
MM_SAKON_HIDEOUT; mm; 0x9800; indoors-special;;;;MM Ikana Valley; reverse; MM_IKANA_CANYON_FROM_SAKON_HIDEOUT;;;;;;
MM_IKANA_CANYON_FROM_SAKON_HIDEOUT; mm; 0x2060; indoors-special;;;;MM Sakon Hideout; reverse; MM_SAKON_HIDEOUT;;;;;;
MM_WARP_OWL_GREAT_BAY; mm; 0x68b0; one-way-statue;no-sot;NONE; MM_GREAT_BAY_COAST; areas;MM SOARING; MM Owl Great Bay; debug;WARP; Great Bay;;;
MM_WARP_OWL_ZORA_CAPE; mm; 0x6a60; one-way-statue;no-sot;NONE; MM_ZORA_CAPE; areas;MM SOARING; MM Owl Zora Cape; debug;WARP; Zora Cape;;;
MM_WARP_OWL_SNOWHEAD; mm; 0xb230; one-way-statue;no-sot;NONE; MM_SNOWHEAD; areas;MM SOARING; MM Owl Snowhead; debug;WARP; Snowhead;;;
MM_WARP_OWL_MOUNTAIN_VILLAGE; mm; 0x9a80; one-way-statue;no-sot;NONE; MM_MOUNTAIN_VILLAGE; areas;MM SOARING; MM Owl Mountain; debug;WARP; Mountain;;;
MM_WARP_OWL_CLOCK_TOWN; mm; 0xd890; one-way-statue;no-sot;NONE; MM_CLOCK_TOWN; areas;MM SOARING; MM Owl Clock Town; debug;WARP; Clock Town;;;
MM_WARP_OWL_MILK_ROAD; mm; 0x3e40; one-way-statue;no-sot;NONE; MM_MILK_ROAD; areas;MM SOARING; MM Owl Milk Road; debug;WARP; Milk Road;;;
MM_WARP_OWL_WOODFALL; mm; 0x8640; one-way-statue;no-sot;NONE; MM_WOODFALL; areas;MM SOARING; MM Owl Woodfall; debug;WARP; Woodfall;;;
MM_WARP_OWL_SOUTHERN_SWAMP; mm; 0x84a0; one-way-statue;no-sot;NONE; MM_SWAMP; areas;MM SOARING; MM Owl Swamp; debug;WARP; Swamp;;;
MM_WARP_OWL_IKANA_CANYON; mm; 0x2040; one-way-statue;no-sot;NONE; MM_IKANA_VALLEY; areas;MM SOARING; MM Owl Ikana; debug;WARP; Ikana;;;
MM_WARP_OWL_STONE_TOWER; mm; 0xaa30; one-way-statue;no-sot;NONE; MM_STONE_TOWER; areas;MM SOARING; MM Owl Stone Tower; debug;WARP; Stone Tower;;;
MM_WALLMASTER_DAMPE; mm; 0xff00; wallmaster;;;;;;MM Beneath The Graveyard Night 3 Wallmaster;;;;;;
MM_WALLMASTER_BTW_ENTRANCE; mm; 0xff01; wallmaster;;;;;;MM Beneath The Well Wallmaster Near Entrance;;;;;;
MM_WALLMASTER_BTW_FOUNTAIN; mm; 0xff02; wallmaster;;;;;;MM Beneath The Well Wallmaster Near Fountain;;;;;;
MM_WALLMASTER_BTW_EXIT; mm; 0xff03; wallmaster;;;;;;MM Beneath The Well Wallmaster Near Exit;;;;;;
MM_GROTTO_GENERIC_FIELD_PILLAR; mm; 0x10000; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GENERIC_FIELD_PILLAR; debug;MM_GROTTO; Generic Pillar;;;
MM_GROTTO_GENERIC_GRASS; mm; 0x10001; grotto;;;;MM Termina Field; reverse; MM_GROTTO_EXIT_GENERIC_GRASS; debug;MM_GROTTO; Generic Grass;;;
MM_GROTTO_GENERIC_PATH_SWAMP; mm; 0x10002; grotto;;;;MM Road to Southern Swamp; reverse; MM_GROTTO_EXIT_GENERIC_PATH_SWAMP; debug;MM_GROTTO; Generic Path to Swamp;;;
MM_GROTTO_GENERIC_WOODS; mm; 0x10003; grotto;;;;MM Near Woods of Mystery Grotto; reverse; MM_GROTTO_EXIT_GENERIC_WOODS; debug;MM_GROTTO; Generic Woods of Mystery;;;
MM_GROTTO_GENERIC_SWAMP; mm; 0x10004; grotto;;;;MM Near Swamp Grotto; reverse; MM_GROTTO_EXIT_GENERIC_SWAMP; debug;MM_GROTTO; Generic Swamp;;;
MM_GROTTO_GENERIC_MOUNTAIN_VILLAGE; mm; 0x10005; grotto;;;;MM Near Village Grotto; reverse; MM_GROTTO_EXIT_GENERIC_MOUNTAIN_VILLAGE; debug;MM_GROTTO; Generic Mountain Village;;;
MM_GROTTO_GENERIC_TWIN_ISLANDS; mm; 0x10006; grotto;;;;MM Near Ramp Grotto; reverse; MM_GROTTO_EXIT_GENERIC_TWIN_ISLANDS; debug;MM_GROTTO; Generic Twin Islands;;;
MM_GROTTO_GENERIC_PATH_SNOWHEAD; mm; 0x10007; grotto;;;;MM Path to Snowhead Back; reverse; MM_GROTTO_EXIT_GENERIC_PATH_SNOWHEAD; debug;MM_GROTTO; Generic Path to Snowhead;;;
MM_GROTTO_GENERIC_GREAT_BAY_COAST; mm; 0x10008; grotto;;;;MM Great Bay Coast; reverse; MM_GROTTO_EXIT_GENERIC_GREAT_BAY_COAST; debug;MM_GROTTO; Generic Great Bay Coast;;;
MM_GROTTO_GENERIC_ZORA_CAPE; mm; 0x10009; grotto;;;;MM Zora Cape; reverse; MM_GROTTO_EXIT_GENERIC_ZORA_CAPE; debug;MM_GROTTO; Generic Zora Cape;;;
MM_GROTTO_GENERIC_PATH_IKANA; mm; 0x1000a; grotto;;;;MM Road to Ikana Front; reverse; MM_GROTTO_EXIT_GENERIC_PATH_IKANA; debug;MM_GROTTO; Generic Path to Ikana;;;
MM_GROTTO_GENERIC_GRAVEYARD; mm; 0x1000b; grotto;;;;MM Ikana Graveyard; reverse; MM_GROTTO_EXIT_GENERIC_GRAVEYARD; debug;MM_GROTTO; Generic Graveyard;;;
MM_GROTTO_GENERIC_VALLEY; mm; 0x1000c; grotto;;;;MM Ikana Valley Near Secret Shrine; reverse; MM_GROTTO_EXIT_GENERIC_VALLEY; debug;MM_GROTTO; Generic Ikana Valley;;;
